SYMBOL	X.1	day2_log2FoldChange	day2_lfcSE	day2_stat	day2_pvalue	day2_padj	day6_log2FoldChange	day6_lfcSE.	day6_stat	day6_pvalue	day6_padj
SHROOM1	ENSG00000164403	-1.145481749	0.3598793	-3.182960922	0.001457773	0.013270912	-0.861514476	0.233211299	-3.694136946	0.000220635	0.002512026
LOC100128770	ENSG00000205890	-1.146837755	0.385342364	-2.976152798	0.002918894	0.021623058	-1.348730435	0.400912607	-3.364150717	0.000767796	0.006543082
CRIP3	ENSG00000146215	-1.147890726	0.376864057	-3.045901316	0.00231984	0.018372724	-1.142339715	0.356575326	-3.203642069	0.001357011	0.010127304
FN3K	ENSG00000167363	-1.148831901	0.351593195	-3.26750323	0.001085006	0.010776671	-1.38758718	0.231190208	-6.001928866	1.95E-09	1.53E-07
MIR3936HG	ENSG00000233006	-1.150421016	0.406642929	-2.82906927	0.004668359	0.030082326	-1.227138054	0.394618636	-3.109680947	0.001872895	0.012977425
TEPSIN	ENSG00000167302	-1.150837572	0.39207362	-2.935258874	0.003332695	0.023746184	-0.700354281	0.230488756	-3.038561587	0.002377105	0.015454918
LOC283922	ENSG00000214331	-1.150921267	0.241615553	-4.763440314	1.90E-06	8.03E-05	-0.731481915	0.252766928	-2.893898819	0.003804907	0.021777044
MHENCR	ENSG00000232442	-1.152219344	0.25958882	-4.438632387	9.05E-06	0.000282031	-0.935943697	0.297096359	-3.150303491	0.001631009	0.011670869
MICAL3	ENSG00000243156	-1.152244493	0.280229731	-4.111785317	3.93E-05	0.000910007	-1.037345664	0.208130409	-4.984113897	6.22E-07	2.17E-05
AMY2B	ENSG00000240038	-1.152259486	0.245445959	-4.694554714	2.67E-06	0.000105497	-0.952375408	0.269597623	-3.532580877	0.000411524	0.004074431
STARD9	ENSG00000159433	-1.153949547	0.215069711	-5.365467521	8.07E-08	5.67E-06	-1.182192204	0.25789754	-4.583960758	4.56E-06	0.000118014
SRPK3	ENSG00000184343	-1.15539784	0.345906608	-3.340201699	0.000837176	0.00890093	-1.643401153	0.330278281	-4.975807519	6.50E-07	2.25E-05
DZANK1	ENSG00000089091	-1.157380739	0.333758722	-3.467716833	0.0005249	0.006303674	-1.215531572	0.382879234	-3.174712713	0.001499849	0.010924661
SPPL2B	ENSG00000005206	-1.159686053	0.357814375	-3.241027003	0.001190999	0.011537299	-1.045192389	0.303066544	-3.448722435	0.000563245	0.005175854
SYT7	ENSG00000011347	-1.160214089	0.322580401	-3.596666399	0.000322321	0.004440092	-1.251947579	0.324959751	-3.852623518	0.000116859	0.00152345
DOCK6	ENSG00000130158	-1.160935716	0.260717125	-4.452855627	8.47E-06	0.000267657	-1.119511414	0.239084959	-4.682483652	2.83E-06	7.92E-05
ATP6V1B1	ENSG00000116039	-1.161055828	0.433860408	-2.676104585	0.00744834	0.042135392	-1.2292965	0.352298265	-3.489362909	0.000484173	0.004620861
MIR210HG	ENSG00000247095	-1.161075196	0.334039758	-3.475859292	0.000509219	0.00617818	-0.846156167	0.289107373	-2.926788611	0.003424816	0.020167642
LOC101929719	ENSG00000254363	-1.161592361	0.258922771	-4.486250304	7.25E-06	0.000235823	-1.476537766	0.298796708	-4.941613227	7.75E-07	2.62E-05
PRDM16-DT	ENSG00000177133	-1.161628571	0.314285438	-3.696094163	0.000218942	0.003322656	-0.950831558	0.293388003	-3.240867205	0.001191667	0.009176157
GNG7	ENSG00000176533	-1.163600419	0.307196611	-3.787803574	0.000151985	0.002550136	-0.682147165	0.249667276	-2.732224966	0.006290817	0.031492591
RBBP8NL	ENSG00000130701	-1.164741859	0.293062784	-3.974376554	7.06E-05	0.00143801	-1.128472928	0.357689729	-3.154893294	0.001605568	0.011540724
HYAL1	ENSG00000114378	-1.1649839	0.269615979	-4.320900802	1.55E-05	0.000441555	-0.835840989	0.273977177	-3.050768676	0.002282564	0.015053508
SGSM2	ENSG00000141258	-1.165355594	0.29644055	-3.93116122	8.45E-05	0.001650924	-0.930029188	0.246054699	-3.77976601	0.000156976	0.001921013
C21orf58	ENSG00000160298	-1.169568978	0.425506385	-2.748652005	0.005984088	0.036031872	-1.235192543	0.458907535	-2.691593508	0.007111156	0.034645577
NPHP4	ENSG00000131697	-1.170788986	0.350949906	-3.336057268	0.000849757	0.009010007	-0.853152382	0.296476901	-2.877635254	0.004006681	0.022580737
TSSK4	ENSG00000139908	-1.17129874	0.359662816	-3.256657867	0.001127322	0.011091528	-0.937447973	0.324093189	-2.892525994	0.003821576	0.021828533
LOXHD1	ENSG00000167210	-1.171635616	0.329601685	-3.554701534	0.000378408	0.004997309	-0.812781568	0.288136576	-2.820820527	0.004790099	0.025769851
TMEM94	ENSG00000177728	-1.172116555	0.328781829	-3.565028397	0.000363817	0.00486133	-1.051114143	0.217524242	-4.832170121	1.35E-06	4.22E-05
BMP6	ENSG00000153162	-1.173980067	0.369242681	-3.179426777	0.001475666	0.013402367	-1.234158337	0.290505754	-4.248309437	2.15E-05	0.00039698
LINC02615	ENSG00000251432	-1.174984239	0.329475599	-3.566225367	0.00036216	0.004843956	-1.146594115	0.401204608	-2.857878726	0.004264834	0.023602271
SLC4A3	ENSG00000114923	-1.177490351	0.350297337	-3.361402524	0.000775477	0.008433082	-1.176011629	0.295508556	-3.979619557	6.90E-05	0.00100516
ABTB1	ENSG00000114626	-1.17853633	0.241987323	-4.870239955	1.11E-06	5.24E-05	-0.658520314	0.226959194	-2.901492124	0.003713901	0.021358216
NAV2	ENSG00000166833	-1.179095847	0.189522325	-6.221408745	4.93E-10	6.76E-08	-1.074209851	0.211562296	-5.077510846	3.82E-07	1.43E-05
PRODH	ENSG00000100033	-1.179340844	0.237406872	-4.967593536	6.78E-07	3.51E-05	-0.813350804	0.225781633	-3.602378067	0.000315319	0.003324362
LOC102724788	ENSG00000100033	-1.179340844	0.237406872	-4.967593536	6.78E-07	3.51E-05	-0.813350804	0.225781633	-3.602378067	0.000315319	0.003324362
EPOR	ENSG00000187266	-1.182097268	0.232732314	-5.079214174	3.79E-07	2.11E-05	-0.835738726	0.286642733	-2.915611069	0.003549927	0.020681711
SEC31B	ENSG00000075826	-1.182255549	0.347122715	-3.405872045	0.000659531	0.007465723	-0.732505789	0.213511358	-3.430757956	0.000601897	0.005451023
GRIA1	ENSG00000155511	-1.183286414	0.400136103	-2.957209825	0.003104368	0.022602561	-1.254631862	0.32970692	-3.805294299	0.000141636	0.001784588
ANKMY1	ENSG00000144504	-1.184719452	0.350375526	-3.381284837	0.000721477	0.007980019	-1.049469212	0.386123231	-2.717964443	0.00656849	0.032540131
PABPC1L	ENSG00000101104	-1.186720364	0.299386547	-3.963839975	7.38E-05	0.001480677	-1.029826719	0.264926081	-3.88722286	0.000101398	0.001360055
CACNA2D2	ENSG00000007402	-1.188903729	0.212266311	-5.601000571	2.13E-08	1.87E-06	-0.85485982	0.246074985	-3.473980995	0.000512797	0.004821269
AOC4P	ENSG00000260105	-1.189136692	0.319921576	-3.716963095	0.000201632	0.003128542	-1.205468656	0.367790693	-3.277594242	0.001046958	0.008264009
NISCH	ENSG00000010322	-1.189578621	0.27959444	-4.254657643	2.09E-05	0.000548988	-0.933210045	0.231363007	-4.033531793	5.49E-05	0.000843675
KIF26A	ENSG00000066735	-1.190514884	0.286730516	-4.152034109	3.30E-05	0.000788702	-0.992329923	0.229077675	-4.331849115	1.48E-05	0.000296011
HRAT92	ENSG00000223855	-1.191227922	0.355478711	-3.35105278	0.00080505	0.008640526	-1.460826582	0.398280644	-3.667832225	0.000244616	0.002728045
LRTOMT	ENSG00000184154	-1.193280509	0.438928132	-2.718623901	0.00655541	0.038378817	-1.322377198	0.453757338	-2.914282784	0.003565068	0.020753985
CACNA1H	ENSG00000196557	-1.194604939	0.269522715	-4.432297816	9.32E-06	0.000289788	-1.201331923	0.230258697	-5.217314003	1.82E-07	7.71E-06
PLEKHG5	ENSG00000171680	-1.194913562	0.367826427	-3.248579968	0.001159826	0.011312989	-0.880451269	0.234978353	-3.746946286	0.000179	0.002129852
NPDC1	ENSG00000107281	-1.196759537	0.313000496	-3.823506839	0.000131567	0.002286638	-0.909216376	0.196539647	-4.62612195	3.73E-06	9.90E-05
REEP1	ENSG00000068615	-1.197823439	0.312345053	-3.834936483	0.000125597	0.002215478	-1.003337733	0.265322857	-3.781572923	0.000155841	0.001911447
ADAMTS17	ENSG00000140470	-1.198475409	0.30064151	-3.986393664	6.71E-05	0.001379605	-0.936361101	0.318891584	-2.936299195	0.003321538	0.019729866
JAG2	ENSG00000184916	-1.199764257	0.285302552	-4.205234927	2.61E-05	0.0006548	-0.940409083	0.224514419	-4.188635579	2.81E-05	0.00049289
DNHD1	ENSG00000179532	-1.200931825	0.252318269	-4.75959125	1.94E-06	8.13E-05	-0.888468155	0.2332531	-3.809030429	0.000139513	0.001766179
RAMP2-AS1	ENSG00000197291	-1.201992523	0.343094389	-3.503387298	0.000459381	0.005740273	-1.057186438	0.296106681	-3.570289037	0.000356588	0.003654501
CELSR2	ENSG00000143126	-1.204450675	0.2729714	-4.41236948	1.02E-05	0.000313134	-1.121180688	0.280217828	-4.001104058	6.30E-05	0.000936258
NOTCH4	ENSG00000204301	-1.204568829	0.329987596	-3.650345782	0.000261888	0.003809831	-1.031875409	0.225549691	-4.574936032	4.76E-06	0.000121754
GPR162	ENSG00000250510	-1.204842988	0.420771397	-2.863414665	0.004191017	0.027917845	-1.039587106	0.379544001	-2.739042385	0.006161843	0.031043795
GOLGA2P5	ENSG00000238105	-1.206140083	0.390725736	-3.086922546	0.002022403	0.016790518	-1.253594442	0.418002229	-2.999013773	0.002708551	0.016993393
KIF21B	ENSG00000116852	-1.206288967	0.274001636	-4.402488197	1.07E-05	0.000325731	-0.817622216	0.252977103	-3.23200086	0.001229267	0.009427417
SUGP2	ENSG00000064607	-1.20647023	0.308390378	-3.912152635	9.15E-05	0.001742386	-0.732473261	0.221635821	-3.304850526	0.000950271	0.007708503
LOC155060	ENSG00000244560	-1.206530954	0.444806931	-2.712482358	0.006678134	0.038946221	-0.883494861	0.287417159	-3.073911324	0.002112722	0.014210929
PROSER3	ENSG00000167595	-1.206896712	0.266541024	-4.527996076	5.95E-06	0.000199945	-1.353742391	0.302378793	-4.476975305	7.57E-06	0.00017233
SLC25A45	ENSG00000162241	-1.207089122	0.238095816	-5.069762013	3.98E-07	2.20E-05	-0.848709045	0.206244379	-4.115065091	3.87E-05	0.000637979
COL4A3	ENSG00000169031	-1.209815293	0.41015396	-2.949661375	0.003181224	0.022987807	-1.06019402	0.339973619	-3.118459674	0.00181799	0.012678031
MAMDC4	ENSG00000177943	-1.211036442	0.309435437	-3.913696675	9.09E-05	0.0017376	-1.425281162	0.248874669	-5.726903302	1.02E-08	6.50E-07
DOC2B	ENSG00000272636	-1.213004862	0.27817737	-4.360544725	1.30E-05	0.000381838	-0.816316417	0.219735309	-3.714998832	0.000203205	0.002356263
GATD1	ENSG00000177225	-1.216633934	0.319465634	-3.808340565	0.000139903	0.002393231	-1.426992943	0.261413146	-5.458765039	4.79E-08	2.46E-06
PCDHGB3	ENSG00000262209	-1.217243674	0.443247274	-2.74619551	0.006029082	0.036222205	-1.408371387	0.433397238	-3.249608588	0.001155639	0.008953256
AMH	ENSG00000104899	-1.217283288	0.332279358	-3.663433365	0.000248857	0.003670241	-1.002571559	0.338212273	-2.964326373	0.003033464	0.018402905
LOC442497	ENSG00000249574	-1.218970544	0.429690547	-2.836856788	0.004556004	0.029559077	-1.427378955	0.512746486	-2.783790807	0.005372767	0.02813318
MST1L	ENSG00000186715	-1.220072645	0.300965187	-4.053866359	5.04E-05	0.001098576	-1.170677818	0.251311878	-4.658266957	3.19E-06	8.70E-05
GOLGA8R	ENSG00000186399	-1.224191456	0.399713673	-3.062670954	0.002193711	0.017704432	-1.077505761	0.371314887	-2.901865232	0.003709481	0.021351224
PRKCZ-AS1	ENSG00000182873	-1.22766443	0.341323134	-3.596780615	0.00032218	0.004440092	-1.436467518	0.345773104	-4.154364527	3.26E-05	0.00055409
ZSWIM5	ENSG00000162415	-1.228493331	0.293049717	-4.192098679	2.76E-05	0.000684414	-0.963510257	0.238724335	-4.036078921	5.44E-05	0.000837616
NIBAN3	ENSG00000167483	-1.229330526	0.361754925	-3.398241303	0.000678206	0.007635084	-0.957212017	0.364021477	-2.629548192	0.008549841	0.039838585
SOGA1	ENSG00000149639	-1.231277996	0.259147531	-4.751262697	2.02E-06	8.42E-05	-1.343555675	0.226505084	-5.931679995	3.00E-09	2.22E-07
CECR2	ENSG00000099954	-1.233485942	0.219061057	-5.630786037	1.79E-08	1.62E-06	-0.944260577	0.272341034	-3.46719906	0.000525912	0.004910096
LINC01836	ENSG00000267530	-1.233873025	0.287185511	-4.296432019	1.74E-05	0.000479655	-1.769827414	0.274845878	-6.439344948	1.20E-10	1.21E-08
USP2	ENSG00000036672	-1.236371624	0.459921748	-2.688221702	0.007183369	0.041055377	-1.414456757	0.51435651	-2.749954032	0.005960363	0.030366389
MUC6	ENSG00000184956	-1.236446673	0.319972953	-3.864222463	0.000111444	0.002022939	-1.392716637	0.334374715	-4.165137422	3.11E-05	0.000532938
SUGT1P4-STRA6LP-CCDC180	ENSG00000255036	-1.236612516	0.377843207	-3.272819232	0.001064806	0.010618738	-1.263160539	0.389260079	-3.245029758	0.001174384	0.009061464
GS1-124K5.11	ENSG00000229180	-1.236684275	0.20673194	-5.982066808	2.20E-09	2.51E-07	-1.467762012	0.233277845	-6.291904877	3.14E-10	2.93E-08
CASKIN1	ENSG00000167971	-1.237762787	0.347768136	-3.559160999	0.000372041	0.004944474	-1.772764984	0.450862812	-3.931938796	8.43E-05	0.001179586
SEMA6C	ENSG00000143434	-1.238457665	0.302835484	-4.089539465	4.32E-05	0.000982556	-1.086321369	0.25263705	-4.299928967	1.71E-05	0.000330975
ANO2	ENSG00000047617	-1.238532903	0.339703425	-3.645924098	0.000266433	0.003855963	-1.227538104	0.283422613	-4.331122668	1.48E-05	0.000296728
ADAMTS10	ENSG00000142303	-1.23966288	0.335162965	-3.698686934	0.000216718	0.00330738	-1.091405933	0.24872313	-4.388035542	1.14E-05	0.00024309
PPOX	ENSG00000143224	-1.24051199	0.332875118	-3.726658812	0.000194035	0.003034517	-1.041770953	0.324803173	-3.207391556	0.001339445	0.010029098
FBRSL1	ENSG00000112787	-1.241000353	0.228670837	-5.42701627	5.73E-08	4.24E-06	-1.244689715	0.225129265	-5.528777955	3.22E-08	1.75E-06
DACT2	ENSG00000164488	-1.241380953	0.22445977	-5.53052759	3.19E-08	2.61E-06	-1.326516783	0.292251995	-4.538948595	5.65E-06	0.000137779
LINC01089	ENSG00000212694	-1.241903122	0.308637393	-4.023825858	5.73E-05	0.001221389	-1.110749068	0.265702591	-4.180422423	2.91E-05	0.000506347
FAM83H-AS1	ENSG00000203499	-1.242011806	0.477429495	-2.601455959	0.009282898	0.049513044	-1.358446828	0.505325594	-2.688260488	0.007182534	0.034963397
KIAA0556	ENSG00000047578	-1.24240357	0.364342577	-3.409987328	0.000649659	0.007383359	-1.022262458	0.354901005	-2.880415785	0.00397151	0.022453928
LOC101926913	ENSG00000234350	-1.246528309	0.216670912	-5.753094869	8.76E-09	8.62E-07	-1.264329518	0.292666329	-4.320037508	1.56E-05	0.000308241
WDR27	ENSG00000184465	-1.247756596	0.273903907	-4.555453801	5.23E-06	0.00018031	-1.111916601	0.300269063	-3.703067479	0.000213008	0.002443797
SCG2	ENSG00000171951	-1.251592773	0.426747187	-2.93286707	0.003358477	0.023855438	-1.449279221	0.502093948	-2.886470204	0.003895896	0.022119828
CELSR1	ENSG00000075275	-1.253418674	0.335024357	-3.741276268	0.000183088	0.002910233	-1.171063785	0.352590333	-3.321315629	0.000895942	0.007356189
PAK6	ENSG00000137843	-1.253568007	0.32050326	-3.911248852	9.18E-05	0.001744533	-1.893621116	0.390063566	-4.854647497	1.21E-06	3.83E-05
BUB1B-PAK6	ENSG00000137843	-1.253568007	0.32050326	-3.911248852	9.18E-05	0.001744533	-1.893621116	0.390063566	-4.854647497	1.21E-06	3.83E-05
CTBP1-AS	ENSG00000280927	-1.253834628	0.410249871	-3.056270619	0.002241089	0.017969061	-0.934248825	0.270125478	-3.458573521	0.000543044	0.005039041
EFHC1	ENSG00000096093	-1.25488503	0.379028454	-3.31079373	0.000930318	0.009623792	-1.206930736	0.391240253	-3.084883845	0.002036317	0.013815392
ADAMTSL2	ENSG00000197859	-1.26039583	0.302974873	-4.160067201	3.18E-05	0.000766389	-1.259562245	0.23945123	-5.260203689	1.44E-07	6.31E-06
RNF207	ENSG00000158286	-1.261380914	0.344859912	-3.657661758	0.000254527	0.003729443	-1.336649368	0.324915316	-4.113839217	3.89E-05	0.000640451
MINCR	ENSG00000253716	-1.263841054	0.337448622	-3.745284377	0.00018019	0.002882714	-1.154348271	0.394204122	-2.928300865	0.003408201	0.020097789
INTS3	ENSG00000143624	-1.264163311	0.259324476	-4.874832216	1.09E-06	5.14E-05	-1.062013514	0.22715719	-4.675236176	2.94E-06	8.16E-05
ADRA1B	ENSG00000170214	-1.265260081	0.475953713	-2.65836792	0.007852012	0.043830994	-1.308411592	0.462073528	-2.831609066	0.004631444	0.025114476
HERC2P2	ENSG00000276550	-1.266432033	0.246193037	-5.144061139	2.69E-07	1.60E-05	-1.169244348	0.229412373	-5.09669261	3.46E-07	1.32E-05
PSD2	ENSG00000146005	-1.267599683	0.461827342	-2.744748022	0.006055738	0.036332575	-1.753050483	0.484377596	-3.619181598	0.000295536	0.003169382
RNF208	ENSG00000212864	-1.267720535	0.364680101	-3.476253653	0.000508471	0.006175209	-1.394701962	0.307355406	-4.53774989	5.69E-06	0.000138328
KIAA1324	ENSG00000116299	-1.269088493	0.423909143	-2.99377476	0.002755493	0.020780455	-1.40544565	0.470627468	-2.986323037	0.002823542	0.017507345
CCDC180	ENSG00000197816	-1.269281367	0.346452852	-3.663648197	0.000248648	0.003670241	-1.147570907	0.376309209	-3.049542452	0.002291902	0.015086259
CYP4F12	ENSG00000186204	-1.269841018	0.421296945	-3.014123492	0.002577229	0.019798036	-1.053242606	0.413376613	-2.547900805	0.010837328	0.047448625
ACR	ENSG00000100312	-1.27010328	0.352129494	-3.606921043	0.000309852	0.004303235	-1.118450423	0.400638727	-2.79166827	0.005243708	0.027616218
LINC00894	ENSG00000235703	-1.270165185	0.297749854	-4.265880124	1.99E-05	0.000531856	-1.304992276	0.271038024	-4.814794092	1.47E-06	4.50E-05
PPP1R13L	ENSG00000104881	-1.270410397	0.243075596	-5.226400416	1.73E-07	1.10E-05	-1.364325289	0.236811661	-5.761225109	8.35E-09	5.46E-07
TAF1C	ENSG00000103168	-1.272883292	0.340407769	-3.739289775	0.000184541	0.002921876	-0.926942367	0.22725896	-4.078793494	4.53E-05	0.000725659
IGSF9	ENSG00000085552	-1.273225383	0.435963148	-2.920488553	0.00349483	0.024493567	-1.298718566	0.482139424	-2.693657689	0.007067271	0.034527841
NPTX1	ENSG00000171246	-1.277195118	0.325791703	-3.92028129	8.84E-05	0.001707624	-1.967016134	0.34291879	-5.736099018	9.69E-09	6.21E-07
ATP2C2	ENSG00000064270	-1.27848981	0.311413391	-4.105442631	4.04E-05	0.000929741	-0.994091784	0.344973581	-2.881646125	0.003956038	0.022375668
TSPAN11	ENSG00000110900	-1.279100996	0.334139813	-3.828041278	0.000129167	0.00226084	-0.885660261	0.239264968	-3.70158769	0.000214255	0.00245315
SHANK3	ENSG00000251322	-1.280377181	0.395290226	-3.239081307	0.001199154	0.011571941	-1.065160374	0.21298177	-5.001180974	5.70E-07	2.02E-05
FER1L5	ENSG00000249715	-1.281592241	0.430321154	-2.978222727	0.002899252	0.021548144	-1.36983297	0.538993851	-2.541463074	0.011038961	0.048154239
L3MBTL1	ENSG00000185513	-1.284201875	0.297068609	-4.322913418	1.54E-05	0.000438462	-1.07596001	0.288597192	-3.728241435	0.000192821	0.002256546
SRRM2	ENSG00000167978	-1.284702596	0.202190112	-6.353933838	2.10E-10	3.26E-08	-1.384798193	0.206602959	-6.702702617	2.05E-11	2.52E-09
FAM229A	ENSG00000225828	-1.286589244	0.301097775	-4.272994854	1.93E-05	0.000520276	-0.936846232	0.30933227	-3.028608145	0.002456831	0.015842038
FGFR3	ENSG00000068078	-1.288492161	0.278942673	-4.619200592	3.85E-06	0.000141796	-1.166694955	0.269389346	-4.330887511	1.49E-05	0.000296784
SLC16A5	ENSG00000170190	-1.289187148	0.313604561	-4.110868622	3.94E-05	0.000911484	-1.055557931	0.293681173	-3.594230842	0.000325351	0.003409272
PTK6	ENSG00000101213	-1.295466233	0.356609511	-3.632730462	0.000280438	0.003988532	-1.27358501	0.376719939	-3.380720998	0.000722959	0.006249903
RFLNB	ENSG00000183688	-1.295895131	0.275516159	-4.703517711	2.56E-06	0.000101409	-0.931838218	0.24912198	-3.740489772	0.000183662	0.002172372
CCDC116	ENSG00000161180	-1.298958755	0.385298238	-3.371307278	0.000748124	0.008214543	-1.48152979	0.429411429	-3.450140562	0.000560295	0.005161242
SPACA9	ENSG00000165698	-1.302630393	0.48473056	-2.687328801	0.007202601	0.041139333	-1.298335782	0.511211605	-2.539722828	0.011094035	0.048333304
PPP1R32	ENSG00000162148	-1.304539918	0.474020421	-2.752075357	0.005921889	0.03573259	-1.542258914	0.504369178	-3.057797704	0.0022297	0.014815921
ASPG	ENSG00000166183	-1.305328852	0.451822643	-2.889029298	0.003864331	0.026309481	-0.988194097	0.224341435	-4.404866619	1.06E-05	0.00022859
LOC730183	ENSG00000261840	-1.306004005	0.295478851	-4.419957634	9.87E-06	0.000304397	-1.254914199	0.394195998	-3.183477778	0.001455173	0.010684724
SLC26A1	ENSG00000145217	-1.306448643	0.433647384	-3.012698087	0.002589364	0.019847649	-0.994737605	0.275084952	-3.616110584	0.000299063	0.003199875
INE1	ENSG00000224975	-1.306758361	0.326142943	-4.006704385	6.16E-05	0.001288597	-0.986272553	0.346243128	-2.84849712	0.004392625	0.024107257
VWA5B1	ENSG00000158816	-1.308181806	0.46597576	-2.807403125	0.00499427	0.031602456	-1.716290318	0.655330527	-2.618968973	0.008819597	0.040753484
MIR4697HG	ENSG00000280237	-1.308246344	0.275966849	-4.74059239	2.13E-06	8.78E-05	-0.925732594	0.290337866	-3.188466616	0.001430295	0.010525826
DSCAML1	ENSG00000177103	-1.308524644	0.288891312	-4.529470396	5.91E-06	0.000199047	-1.419298853	0.365624	-3.881853633	0.000103663	0.00138392
